country,year,visitors,gdp_growth,gdp_per_capita,inflation,political_stability,tur_gdp_growth,tur_gdp_per_capita,tur_inflation,tur_ppp_rate,tur_political_stability,covid,coup_2016,syria_conflict,russia_turkey_crisis,russia_ukraine_war,mena_tension_recent,visitors_yoy,baseline_visitors,visitors_vs_baseline,log_visitors,tur_currency_weakness,market_group
United Arab Emirates,2020,6375.0,-8.7,38448.752,-2.1,0.826942,1.8,8758.704,12.3,2.111,-1.039605,1,0,0,0,0,0,-83.06368056109031,43518.333333333336,-85.35100149362339,8.760139370026627,14.91562329885685,MENA
United Arab Emirates,2021,47374.0,4.6,42839.579,-0.1,0.839581,11.8,9836.039,19.6,2.726,-0.972106,1,0,0,0,0,0,643.121568627451,43518.333333333336,8.859867488797812,10.765828833982527,29.133112269066785,MENA
United Arab Emirates,2022,146658.0,7.5,49704.159,4.8,0.883216,5.4,10881.992,72.3,4.975,-0.935034,0,0,0,0,1,0,209.57487229281884,43518.333333333336,237.00279575657768,11.895858624571307,82.50183418928832,MENA
United Arab Emirates,2023,122255.0,4.3,48941.279,1.6,0.782952,5.0,13516.335,53.9,8.074,-0.884477,0,0,0,0,1,1,-16.63939232772845,43518.333333333336,180.9275784152273,11.713864306296246,62.29145728643217,MENA
United Arab Emirates,2024,98559.0,4.0,48905.827,1.7,0.78867,3.3,15882.632,58.5,12.548,-0.97071,0,0,0,0,1,1,-19.382438346079912,43518.333333333336,126.47696373176056,11.498410632611979,55.41243497646769,MENA
United Arab Emirates,2025,102167.0,5.8,50231.644,1.3,,3.6,18611.136,34.9,16.647,,0,0,0,0,1,1,3.6607514280786235,43518.333333333336,134.76772241584007,11.534364008327712,32.66656040803313,MENA
United Kingdom,2003,1089679.0,3.2,34594.377,1.4,0.419609,5.8,4750.989,25.3,0.591,-0.624468,0,0,0,0,0,0,,2165121.6666666665,-49.67123479588906,13.901393715420193,,Western Europe
United Kingdom,2004,1424321.0,2.3,40548.325,1.3,0.348434,9.9,6040.164,8.6,0.646,-0.677982,0,0,0,0,0,0,30.710144914236203,2165121.6666666665,-34.215198068160916,14.169205766898799,9.306260575296111,Western Europe
United Kingdom,2005,1763174.0,2.8,42279.458,2.1,0.39586,9.1,7405.476,8.1,0.671,-0.373772,0,0,0,0,0,0,23.790493856370865,2165121.6666666665,-18.564668806140993,14.382626151915495,3.8699690402476783,Western Europe
United Kingdom,2006,1704041.0,2.2,44772.7,2.3,0.66006,7.1,8007.819,9.6,0.712,-0.338799,0,0,0,0,0,0,-3.3537813057588184,2165121.6666666665,-21.29583172000341,14.3485130471148,6.11028315946347,Western Europe
United Kingdom,2007,1940412.0,2.9,50651.344,2.3,0.695893,5.1,9790.887,8.8,0.736,-0.58333,0,0,0,0,0,0,13.871203803194888,2165121.6666666665,-10.378616136275632,14.478410879625974,3.370786516853941,Western Europe
United Kingdom,2008,2190254.0,0.0,48143.081,3.6,0.64648,0.9,11089.025,10.4,0.809,-0.604511,0,0,0,0,0,0,12.875719177164434,2165121.6666666665,1.1607815727060933,14.599528076802482,9.918478260869579,Western Europe
United Kingdom,2009,2445015.0,-4.6,39158.587,2.2,0.492837,-4.9,9108.034,6.2,0.849,-0.552293,0,0,0,0,0,0,11.631573324372436,2165121.6666666665,12.927372056843623,14.709561815841615,4.944375772558707,Western Europe
United Kingdom,2010,2680588.0,2.3,39821.429,3.3,0.593749,8.5,10705.548,8.6,0.897,-0.548691,0,0,0,0,0,0,9.634828416185591,2165121.6666666665,23.807730589428,14.801546731406798,5.653710247349819,Western Europe
United Kingdom,2011,2592850.0,0.9,42292.912,4.5,0.431799,11.0,11361.902,6.5,0.952,-0.696616,0,0,1,0,0,0,-3.2730878449056644,2165121.6666666665,19.755394808451875,14.76826821479509,6.131549609810483,Western Europe
United Kingdom,2012,2469711.0,1.5,42695.921,2.8,0.468414,4.8,11738.279,8.9,1.002,-0.919687,0,0,1,0,0,0,-4.749175617563683,2165121.6666666665,14.068000797491752,14.71961169771007,5.252100840336138,Western Europe
United Kingdom,2013,2518016.0,1.7,43636.03,2.6,0.459995,8.5,12639.299,7.5,1.047,-1.032178,0,0,1,0,0,0,1.9558968640460472,2165121.6666666665,16.299053247969898,14.738981847815646,4.491017964071853,Western Europe
United Kingdom,2014,2606629.0,3.2,47771.842,1.5,0.543624,4.6,12222.238,8.9,1.107,-0.799807,0,0,1,0,0,0,3.5191595287718647,2165121.6666666665,20.3918024622173,14.773568373621103,5.730659025787976,Western Europe
United Kingdom,2015,2520053.0,2.1,45266.037,0.0,0.537112,5.8,11099.8,7.7,1.183,-1.109349,0,0,1,1,0,0,-3.3213779176092917,2165121.6666666665,16.393135720625416,14.739790491012474,6.865401987353215,Western Europe
United Kingdom,2016,1720787.0,2.2,41411.645,0.7,0.449858,3.3,10978.312,7.8,1.268,-1.78017,0,1,0,0,0,0,-31.716237714048077,2165121.6666666665,-20.522387887362747,14.358292302281365,7.185122569737956,Western Europe
United Kingdom,2017,1663370.0,3.0,40952.186,2.7,0.440662,7.8,10756.742,11.2,1.384,-1.706232,0,0,0,0,0,0,-3.336670953464893,2165121.6666666665,-23.174294285232623,14.3243562229048,9.148264984227117,Western Europe
United Kingdom,2018,2262509.0,1.6,43760.389,2.5,0.282593,3.5,9917.054,16.3,1.633,-1.124112,0,0,0,0,0,0,36.01958674257681,2165121.6666666665,4.498007425294803,14.631984932448859,17.9913294797688,Western Europe
United Kingdom,2019,2569486.0,1.3,43185.922,1.8,0.56815,1.3,9387.652,15.2,1.837,-1.192454,0,0,0,0,0,0,13.567990226779214,2165121.6666666665,18.67628685993783,14.759216436868735,12.49234537660746,Western Europe
United Kingdom,2020,829319.0,-10.0,40844.287,0.9,0.510221,1.8,8758.704,12.3,2.111,-1.039605,1,0,0,0,0,0,-67.72432307473169,2165121.6666666665,-61.6964250661818,13.628360161065546,14.91562329885685,Western Europe
United Kingdom,2021,380949.0,8.5,47707.119,2.6,0.436366,11.8,9836.039,19.6,2.726,-0.972106,1,0,0,0,0,0,-54.06484115280128,2165121.6666666665,-82.40519200999482,12.850420786881305,29.133112269066785,Western Europe
United Kingdom,2022,3379338.0,5.1,47206.385,9.1,0.367691,5.4,10881.992,72.3,4.975,-0.935034,0,0,0,0,1,0,787.0840978713685,2165121.6666666665,56.080743730336955,15.033190390288356,82.50183418928832,Western Europe
United Kingdom,2023,3804594.0,0.3,49938.295,7.3,0.368343,5.0,13516.335,53.9,8.074,-0.884477,0,0,0,0,1,1,12.58400313907635,2165121.6666666665,75.72194942085626,15.151719841876613,62.29145728643217,Western Europe
United Kingdom,2024,4441693.0,1.1,53338.651,2.5,0.257709,3.3,15882.632,58.5,12.548,-0.97071,0,0,0,0,1,1,16.745518707120908,2165121.6666666665,105.14750133364332,15.306546168035938,55.41243497646769,Western Europe
United Kingdom,2025,4280123.0,1.3,57608.214,3.4,,3.6,18611.136,34.9,16.647,,0,0,0,0,1,1,-3.6375769329397567,2165121.6666666665,97.68510314662842,15.2694923054628,32.66656040803313,Western Europe
